City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
362,caconda,-13.7333,15.0667,287.99,47,1,1.56,AO,1715549741
363,happy valley-goose bay,53.3168,-60.3315,289.32,23,75,5.66,CA,1715549741
364,saint-joseph,-21.3667,55.6167,295.36,74,62,4.73,RE,1715549742
365,miri,4.4148,114.0089,300.23,94,40,0.0,MY,1715549742
366,floro,61.5996,5.0328,287.19,82,20,3.6,NO,1715549742
367,nagqu,31.5,92.0,274.19,66,100,2.2,CN,1715549742
368,mapastepec,15.4333,-92.9,307.79,46,26,4.44,MX,1715549742
369,kavaratti,10.5669,72.642,303.12,72,88,4.41,IN,1715549743
370,teknaf,20.8624,92.3058,298.72,92,7,2.41,BD,1715549743
371,biltine,14.5333,20.9167,306.33,9,88,4.21,TD,1715549743
372,xam nua,20.4197,104.0439,291.56,99,5,0.93,LA,1715549743
373,cooma,-36.2333,149.1333,280.84,91,8,0.45,AU,1715549744
374,nizhniy kuranakh,58.8353,125.4869,275.32,98,100,0.71,RU,1715549744
375,ust'-kulom,61.6864,53.6902,270.35,96,36,1.63,RU,1715549744
376,inari,68.906,27.0288,277.26,100,100,0.45,FI,1715549745
377,san jose,37.3394,-121.895,304.02,52,20,5.66,US,1715549739
378,qarazhal,48.0078,70.7903,287.14,39,3,4.1,KZ,1715549745
379,bulgan,48.8125,103.5347,280.43,66,56,5.84,MN,1715549745
380,vilyuchinsk,52.9306,158.4028,277.55,99,100,2.97,RU,1715549745
381,fonte boa,-2.4959,-66.2662,298.16,95,92,2.05,BR,1715549746
382,remire-montjoly,4.9167,-52.2667,302.17,74,100,3.6,GF,1715549746
383,minas de marcona,-15.2119,-75.1103,288.78,71,18,7.93,PE,1715549746
384,chuguyevka,44.1653,133.8633,281.43,80,80,1.74,RU,1715549746
385,gemena,3.25,19.7667,296.79,95,100,1.25,CD,1715549747
386,la passe,45.5549,-0.8967,288.28,95,6,2.86,FR,1715549747
387,aginskoye,51.1,114.53,285.23,63,100,9.15,RU,1715549747
388,teguise,29.0605,-13.564,291.27,73,75,8.75,ES,1715549747
389,berdigestyakh,62.0989,126.6992,276.57,65,100,2.92,RU,1715549748
390,snowflake,34.5134,-110.0785,296.88,17,5,5.26,US,1715549748
391,howrah,22.5892,88.3103,301.15,89,40,0.0,IN,1715549748
392,la gi,10.6667,107.7833,300.54,85,69,4.2,VN,1715549748
393,kristinestad,62.2743,21.376,281.54,89,99,2.21,FI,1715549748
394,karasuk,53.7377,78.0403,284.2,45,19,4.1,RU,1715549749
395,santa ana,33.7456,-117.8678,303.64,63,20,4.12,US,1715549704
396,bangjun,39.9911,117.2628,289.0,36,37,1.02,CN,1715549749
397,am timan,11.0297,20.2827,306.29,19,94,4.85,TD,1715549749
398,kuta,-8.7233,115.1723,299.12,100,40,3.6,ID,1715549750
399,broken hill,-31.95,141.4333,285.8,80,8,2.82,AU,1715549750
400,ponta delgada,37.7333,-25.6667,291.59,82,20,3.09,PT,1715549750
401,siyabuswa,-25.1132,29.0445,290.15,77,3,3.06,ZA,1715549750
402,peniche,39.3558,-9.3811,290.53,87,94,4.85,PT,1715549750
403,olyokminsk,60.3736,120.4264,276.79,85,100,6.0,RU,1715549751
404,ust'-uda,54.1742,103.0304,278.08,60,8,1.66,RU,1715549751
405,bad segeberg,53.9333,10.3167,286.96,74,3,4.77,DE,1715549751
406,san jose de jachal,-30.2406,-68.7469,279.82,61,100,3.94,AR,1715549751
407,yuzhno-kurilsk,44.0306,145.8556,282.25,97,100,6.43,RU,1715549752
408,laguna,38.421,-121.4238,306.66,38,0,3.09,US,1715549752
409,magadan,59.5667,150.8,273.44,83,100,3.34,RU,1715549752
410,taber,49.8167,-112.1518,300.06,27,28,2.57,CA,1715549752
411,lloydminster,53.2835,-110.0016,290.27,25,100,6.69,CA,1715549752
412,mostaganem,35.9311,0.0892,290.78,89,33,2.21,DZ,1715549753
413,filey,54.21,-0.2892,284.97,90,89,1.34,GB,1715549753
414,lorengau,-2.0226,147.2712,301.63,81,100,2.84,PG,1715549753
415,lyantor,61.6195,72.1555,280.47,86,100,9.76,RU,1715549753
416,capitan bado,-23.2667,-55.5333,301.12,35,70,2.26,PY,1715549754
417,rabo de peixe,37.8,-25.5833,290.92,99,20,3.09,PT,1715549754
418,puerto lempira,15.2667,-83.7667,306.23,62,20,4.12,HN,1715549754
419,gaspe,48.8334,-64.4819,286.27,44,75,6.17,CA,1715549754
420,abepura,-2.6333,140.5833,298.6,94,20,0.51,ID,1715549754
421,nikolayevsk-on-amure,53.1406,140.73,274.38,97,100,1.79,RU,1715549755
422,bako,5.7833,36.5667,291.11,94,100,2.06,ET,1715549755
423,san luis de la loma,17.2706,-100.8939,303.62,47,99,4.88,MX,1715549755
424,hammerfest,70.6634,23.6821,277.4,87,75,2.57,NO,1715549755
425,nizhniy odes,63.6445,54.856,268.41,97,81,2.91,RU,1715549756
426,challapata,-18.9,-66.7667,286.79,34,1,0.92,BO,1715549756
427,trondheim,63.4305,10.3951,288.18,83,98,1.28,NO,1715549756
428,kourou,5.1552,-52.6478,302.18,85,100,2.49,GF,1715549756
429,cidreira,-30.1811,-50.2056,293.85,96,99,2.9,BR,1715549757
430,ta`u,-14.2336,-169.5144,301.24,79,94,7.51,AS,1715549757
431,knjazevac,43.5648,22.2502,285.94,92,52,2.31,RS,1715549757
432,moengo,5.6167,-54.4,298.83,76,100,1.48,SR,1715549757
433,gushu,31.5598,118.4829,286.14,62,99,1.17,CN,1715549757
434,belawan,3.7755,98.6832,300.31,92,100,2.35,ID,1715549758
435,paraiso,9.8383,-83.8656,298.68,100,94,2.03,CR,1715549758
436,belmonte,-15.8631,-38.8828,297.7,79,4,2.16,BR,1715549758
437,grand falls-windsor,48.9332,-55.6649,280.1,94,100,2.24,CA,1715549758
438,wakkanai,45.4094,141.6739,281.36,94,100,5.77,JP,1715549759
439,mahbubnagar,16.7333,77.9833,300.66,60,86,3.45,IN,1715549759
440,chibougamau,49.9168,-74.3659,289.94,34,20,5.14,CA,1715549759
441,morondava,-20.2833,44.2833,296.41,64,0,5.02,MG,1715549759
442,kudymkar,59.0173,54.656,270.21,96,14,2.35,RU,1715549759
443,yangjiang,21.85,111.9667,297.63,92,99,1.77,CN,1715549760
444,saldanha,-33.0117,17.9442,284.18,73,0,5.38,ZA,1715549760
445,lubango,-14.9172,13.4925,288.07,58,0,2.57,AO,1715549760
446,ugoofaaru,5.6667,73.0,302.99,73,83,2.9,MV,1715549760
447,loiza,18.4313,-65.8802,304.08,77,40,2.06,PR,1715549761
448,yeppoon,-23.1333,150.7333,292.73,82,0,3.51,AU,1715549761
449,lively,46.4334,-81.1498,288.66,94,100,3.3,CA,1715549761
450,kili,5.6439,169.1211,301.49,79,38,7.49,MH,1715549761
451,brisas de zicatela,15.8369,-97.0419,304.44,45,0,3.09,MX,1715549761
452,salahonda,2.1019,-78.7217,301.48,81,59,4.54,CO,1715549762
453,okhotsk,59.3833,143.3,273.7,91,100,2.47,RU,1715549762
454,hengchun,22.0042,120.7439,300.4,80,79,2.49,TW,1715549762
455,podporozh'ye,60.9112,34.1706,272.32,89,76,1.67,RU,1715549762
456,tadmur,34.5608,38.2805,290.21,64,0,6.75,SY,1715549763
457,shimoda,34.6667,138.95,294.32,98,100,11.93,JP,1715549763
458,concepcion,-36.827,-73.0498,286.04,58,20,4.12,CL,1715549763
459,ilomantsi,62.6716,30.9328,278.54,77,97,1.53,FI,1715549763
460,quthing,-30.4,27.7003,283.7,48,2,1.44,LS,1715549763
461,tchibanga,-2.85,11.0333,296.84,99,97,0.7,GA,1715549764
462,palmer,42.1584,-72.3287,288.9,47,75,3.6,US,1715549764
463,jwaneng,-24.6004,24.7303,290.13,40,5,4.76,BW,1715549764
464,kharsawan,22.8,85.8333,300.6,68,15,1.61,IN,1715549764
465,prince george,53.9166,-122.753,291.09,30,75,3.09,CA,1715549703
466,iwanai,42.9744,140.5089,285.47,97,100,0.31,JP,1715549765
467,kangding,30.0513,101.9603,277.26,87,40,2.51,CN,1715549765
468,padang,-0.9492,100.3543,297.18,88,100,1.73,ID,1715549765
469,arvayheer,46.2639,102.775,283.62,48,45,5.9,MN,1715549765
470,aldan,58.6031,125.3894,273.85,95,100,1.38,RU,1715549766
471,keflavik,64.0049,-22.5624,284.1,93,75,3.6,IS,1715549766
472,rio grande,-32.035,-52.0986,291.21,92,100,9.56,BR,1715549766
473,emerald,-23.5333,148.1667,289.45,63,100,6.86,AU,1715549679
474,labrador city,52.9463,-66.9114,288.1,25,75,1.03,CA,1715549766
475,la'ie,21.6477,-157.9253,301.51,63,8,2.5,US,1715549767
476,paramonga,-10.6667,-77.8333,292.92,81,83,3.63,PE,1715549767
477,zhicheng,30.2956,111.5047,290.77,63,66,1.26,CN,1715549767
478,huarmey,-10.0681,-78.1522,293.67,78,54,3.69,PE,1715549767
479,bathsheba,13.2167,-59.5167,303.49,70,20,6.17,BB,1715549768
480,haimen,23.1935,116.6142,297.09,96,100,10.19,CN,1715549768
481,sanya,18.2431,109.505,300.24,83,0,1.0,CN,1715549768
482,malpica,43.3228,-8.8105,289.47,74,86,3.29,ES,1715549768
483,yallahs,17.8748,-76.5624,304.12,75,53,5.07,JM,1715549768
484,codrington,-38.2667,141.9667,284.04,91,64,4.41,AU,1715549769
485,cabo san lucas,22.8909,-109.9124,304.6,39,75,5.66,MX,1715549423
486,kasama,-10.2129,31.1808,288.9,82,22,1.95,ZM,1715549769
487,spartanburg,34.9496,-81.9321,300.14,29,0,2.06,US,1715549571
488,rongelap,11.1635,166.8941,300.43,81,72,8.57,MH,1715549769
489,bartlesville,36.7473,-95.9808,297.36,62,0,7.72,US,1715549770
490,slavgorod,52.9978,78.6449,284.98,47,5,3.01,RU,1715549770
491,merizo village,13.2658,144.6691,301.47,86,40,6.26,GU,1715549770
492,kolonia,50.9333,6.95,294.72,55,0,2.57,DE,1715549770
493,djibo,14.1022,-1.6306,307.86,31,73,6.17,BF,1715549771
494,arkhangel'sk,64.5401,40.5433,273.22,80,100,3.0,RU,1715549771
495,tianpeng,30.9866,103.9393,289.41,86,13,0.96,CN,1715549771
496,fisterra,42.9049,-9.2629,289.68,95,86,4.53,ES,1715549771
497,mili,6.0815,171.735,301.35,80,100,6.44,MH,1715549771
498,lipova,46.0833,21.7,284.72,80,1,1.56,RO,1715549772
499,okha,53.5739,142.9478,273.29,85,100,1.34,RU,1715549772
500,queenstown,-31.8976,26.8753,279.6,86,0,1.48,ZA,1715549772
501,aniva,46.7144,142.5294,281.21,92,100,2.34,RU,1715549772
502,barabai,-2.5833,115.3833,296.68,98,50,0.58,ID,1715549772
503,mashhad,36.297,59.6062,292.23,59,0,3.09,IR,1715549773
504,luorong,24.4058,109.6086,293.38,82,100,2.59,CN,1715549773
505,sucua,-2.4667,-78.1667,302.56,65,40,1.54,EC,1715549773
506,chala,-7.5833,31.2667,288.67,81,74,1.96,TZ,1715549773
507,zanesville,39.9404,-82.0132,294.51,40,0,4.63,US,1715549774
508,khanty-mansiysk,61.0042,69.0019,278.21,87,40,6.0,RU,1715549774
509,pasni,25.2631,63.471,301.28,70,0,4.56,PK,1715549774
510,santa quiteria,-4.3319,-40.1567,296.9,94,51,1.07,BR,1715549774
511,mizdah,31.4451,12.9801,296.44,28,29,4.75,LY,1715549774
512,eyl,7.9803,49.8164,301.86,78,92,3.94,SO,1715549775
513,mokhotlong,-29.2894,29.0675,280.57,86,21,2.72,LS,1715549775
514,masterton,-40.9597,175.6575,283.09,70,69,0.56,NZ,1715549775
515,kudahuvadhoo,2.6708,72.8944,302.86,76,100,6.13,MV,1715549776
516,souillac,-20.5167,57.5167,297.36,83,75,3.6,MU,1715549776
517,ar ruways,24.1103,52.7306,301.95,52,4,3.84,AE,1715549776
518,thurso,58.5927,-3.5259,283.29,91,100,7.33,GB,1715549776
519,klaksvik,62.2266,-6.589,284.66,98,100,3.93,FO,1715549776
520,las lomitas,-24.7096,-60.593,287.24,97,100,2.86,AR,1715549777
521,sungai besar,3.6746,100.9867,298.71,92,67,2.25,MY,1715549777
522,sivrice,38.4482,39.3084,283.71,88,75,1.54,TR,1715549777
523,inhambane,-23.865,35.3833,297.12,75,70,2.64,MZ,1715549777
524,sakakah,29.9697,40.2064,299.91,23,12,7.53,SA,1715549778
525,sant lluis,39.8526,4.2594,290.37,100,0,2.57,ES,1715549778
526,vetluga,57.8557,45.781,270.02,92,13,2.17,RU,1715549778
527,muscatine,41.4667,-91.1335,302.24,28,76,6.17,US,1715549779
528,pryluky,50.5932,32.3876,277.87,72,99,2.68,UA,1715549779
529,bargaal,11.2864,51.0773,301.25,76,80,3.53,SO,1715549779
530,howard springs,-12.497,131.047,297.1,89,68,2.62,AU,1715549779
531,ardabil,38.2498,48.2933,290.9,34,40,3.09,IR,1715549780
532,egilsstadir,65.2653,-14.3948,282.1,71,0,4.63,IS,1715549780
533,mulino,56.2892,42.9201,276.9,82,42,2.43,RU,1715549780
534,riverton,40.5219,-111.9391,298.44,28,0,5.14,US,1715549692
535,porto novo,6.4965,2.6036,303.05,84,84,2.09,BJ,1715549780
536,aweil,8.7682,27.4002,304.88,44,99,2.51,SS,1715549781
537,daru,-9.0763,143.2092,299.75,85,45,7.45,PG,1715549781
538,port blair,11.6667,92.75,302.52,75,98,1.36,IN,1715549781
539,hami,42.8,93.45,299.21,18,1,8.23,CN,1715549782
540,goldap,54.3063,22.3036,278.86,79,95,1.97,PL,1715549782
